log,error_type,loc,cc,nested_depth,params,object_params,fan_in,fan_out,project
test_753.log,PASS,1,1,0,0,0,0,0,poppler
test_1077.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,poppler
test_667.log,Incomplete Type,1,3,0,1,1,1,1,poppler
test_667.log,Symbol/Lookup,1,3,0,1,1,1,1,poppler
test_1049.log,PASS,1,1,0,0,0,0,0,poppler
test_349.log,Functions/Call Resolution,1,1,0,1,0,2,0,poppler
test_349.log,Deleted/Special Member,1,1,0,1,0,2,0,poppler
test_2568.log,PASS,5,1,0,1,1,0,0,poppler
test_1833.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_2599.log,Lexical,9,4,1,3,2,0,0,poppler
test_2588.log,Lexical,12,2,1,1,1,0,1,poppler
test_2229.log,Lexical,12,2,1,1,1,0,0,poppler
test_2710.log,PASS,7,1,0,16,3,0,0,poppler
test_27.log,PASS,5,1,0,0,0,0,1,poppler
test_2668.log,PASS,16,4,1,2,1,1,6,poppler
test_2760.log,Lexical,7,1,1,8,8,1,1,poppler
test_2729.log,PASS,4,1,0,3,0,0,0,poppler
test_1596.log,PASS,1,1,0,1,1,0,1,poppler
test_958.log,PASS,1,2,0,1,0,2,1,poppler
test_2362.log,Lexical,10,2,1,2,1,0,0,poppler
test_173.log,PASS,6,1,0,1,1,0,0,poppler
test_412.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1247.log,Construction/Initialization,1,1,0,0,0,1,0,poppler
test_1247.log,Deleted/Special Member,1,1,0,0,0,1,0,poppler
test_26.log,PASS,8,2,1,2,0,0,1,poppler
test_1978.log,PASS,16,3,2,0,0,1,0,poppler
test_1374.log,Lexical,11,3,2,0,0,0,0,poppler
test_829.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_829.log,Access Control,1,1,0,0,0,0,0,poppler
test_746.log,Symbol/Lookup,1,1,0,1,0,0,0,poppler
test_746.log,Abstract-Type Instantiation,1,1,0,1,0,0,0,poppler
test_2050.log,Lexical,9,2,1,1,0,0,1,poppler
test_252.log,PASS,14,5,2,1,1,0,0,poppler
test_984.log,PASS,1,1,0,0,0,0,0,poppler
test_1763.log,PASS,4,5,0,1,1,0,1,poppler
test_1043.log,PASS,4,1,0,1,1,0,0,poppler
test_2708.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,poppler
test_1329.log,Construction/Initialization,1,1,0,1,0,1,0,poppler
test_2288.log,Lexical,77,24,3,1,1,1,0,poppler
test_367.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_367.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_367.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_347.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_347.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_55.log,PASS,1,1,0,1,0,0,0,poppler
test_1420.log,PASS,4,1,0,2,2,0,0,poppler
test_1880.log,PASS,14,3,2,3,0,0,0,poppler
test_451.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_67.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_67.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_1486.log,PASS,8,2,1,1,1,0,0,poppler
test_2422.log,Lexical,5,1,0,1,1,0,0,poppler
test_2342.log,Lexical,5,1,0,1,1,0,0,poppler
test_2014.log,Type Conversion/Reference Binding,13,1,0,1,1,0,1,poppler
test_2014.log,Access Control,13,1,0,1,1,0,1,poppler
test_2725.log,PASS,29,8,2,2,2,1,4,poppler
test_552.log,PASS,1,2,0,0,0,1,0,poppler
test_493.log,Access Control,1,1,0,0,0,0,0,poppler
test_493.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_493.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_2707.log,PASS,1,1,0,0,0,0,0,poppler
test_1346.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_1131.log,Functions/Call Resolution,1,1,0,0,0,1,0,poppler
test_2500.log,Lexical,7,1,1,3,2,0,0,poppler
test_1466.log,Symbol/Lookup,1,1,0,1,0,0,0,poppler
test_1710.log,PASS,1,2,0,1,0,0,1,poppler
test_1847.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1847.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,poppler
test_1462.log,Access Control,1,1,0,0,0,0,0,poppler
test_1462.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_494.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_2447.log,PASS,13,2,1,4,2,1,1,poppler
test_2349.log,Lexical,5,1,0,1,1,0,1,poppler
test_2664.log,PASS,11,2,1,4,2,2,3,poppler
test_659.log,Incomplete Type,7,2,1,0,0,0,0,poppler
test_659.log,Deleted/Special Member,7,2,1,0,0,0,0,poppler
test_659.log,Symbol/Lookup,7,2,1,0,0,0,0,poppler
test_304.log,PASS,1,1,0,0,0,1,0,poppler
test_2212.log,Lexical,8,1,0,1,1,0,0,poppler
test_2180.log,Lexical,6,1,0,1,1,0,0,poppler
test_690.log,PASS,1,1,0,0,0,1,0,poppler
test_566.log,Symbol/Lookup,1,1,0,0,0,1,0,poppler
test_799.log,Symbol/Lookup,1,1,0,0,0,1,0,poppler
test_799.log,Access Control,1,1,0,0,0,1,0,poppler
test_2786.log,PASS,1,1,0,1,1,0,0,poppler
test_109.log,PASS,5,2,0,0,0,0,1,poppler
test_250.log,PASS,1,1,0,0,0,0,0,poppler
test_1744.log,PASS,1,1,0,0,0,0,0,poppler
test_949.log,PASS,1,1,0,0,0,1,0,poppler
test_1037.log,PASS,4,1,0,1,1,0,0,poppler
test_2297.log,PASS,24,6,1,3,3,1,3,poppler
test_2387.log,Lexical,5,1,0,1,1,0,0,poppler
test_2165.log,PASS,20,8,1,1,1,1,0,poppler
test_809.log,Lexical,1,1,0,0,0,1,0,poppler
test_1070.log,Abstract-Type Instantiation,1,1,0,2,2,0,0,poppler
test_2445.log,Lexical,6,1,0,2,2,0,1,poppler
test_1474.log,PASS,1,1,0,0,0,0,0,poppler
test_2458.log,PASS,24,8,1,3,1,2,3,poppler
test_512.log,PASS,1,1,0,0,0,0,0,poppler
test_175.log,PASS,1,1,0,0,0,0,1,poppler
test_2102.log,Lexical,5,1,0,2,2,0,1,poppler
test_2073.log,PASS,18,2,1,2,2,0,1,poppler
test_237.log,Symbol/Lookup,1,3,0,0,0,0,0,poppler
test_1167.log,PASS,1,1,0,1,0,0,0,poppler
test_259.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,poppler
test_634.log,Incomplete Type,1,1,0,1,0,0,0,poppler
test_634.log,Symbol/Lookup,1,1,0,1,0,0,0,poppler
test_1370.log,PASS,8,2,0,0,0,0,0,poppler
test_1170.log,Construction/Initialization,1,1,0,0,0,0,0,poppler
test_1170.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_1783.log,PASS,9,3,2,1,0,1,0,poppler
test_1078.log,Symbol/Lookup,1,1,0,1,1,1,0,poppler
test_1078.log,Qualifier/Specifier Missuse,1,1,0,1,1,1,0,poppler
test_1780.log,Symbol/Lookup,5,2,0,1,1,0,1,poppler
test_1780.log,Functions/Call Resolution,5,2,0,1,1,0,1,poppler
test_2199.log,PASS,15,4,2,1,1,0,2,poppler
test_2051.log,Lexical,5,1,0,1,1,0,0,poppler
test_1531.log,PASS,23,4,2,1,1,1,1,poppler
test_168.log,Symbol/Lookup,1,2,0,0,0,1,0,poppler
test_652.log,Incomplete Type,1,1,0,1,0,0,0,poppler
test_652.log,Symbol/Lookup,1,1,0,1,0,0,0,poppler
test_1379.log,Lexical,12,3,1,1,1,0,0,poppler
test_1259.log,Lexical,26,6,4,2,1,0,7,poppler
test_2487.log,Lexical,4,1,0,1,1,0,0,poppler
test_2020.log,PASS,4,5,0,1,1,0,0,poppler
test_816.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_2493.log,Lexical,9,2,1,1,1,0,0,poppler
test_2138.log,Lexical,11,2,2,1,0,0,0,poppler
test_1684.log,Symbol/Lookup,1,2,0,0,0,1,0,poppler
test_1383.log,Lexical,22,1,0,0,0,0,0,poppler
test_2575.log,PASS,6,1,0,2,1,0,1,poppler
test_689.log,Symbol/Lookup,1,1,0,0,0,1,0,poppler
test_1899.log,PASS,14,5,1,4,1,1,0,poppler
test_763.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_1159.log,PASS,1,1,0,0,0,0,0,poppler
test_1349.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_578.log,Incomplete Type,1,1,0,1,1,0,0,poppler
test_578.log,Deleted/Special Member,1,1,0,1,1,0,0,poppler
test_578.log,Type Conversion/Reference Binding,1,1,0,1,1,0,0,poppler
test_578.log,Symbol/Lookup,1,1,0,1,1,0,0,poppler
test_1323.log,PASS,1,1,0,0,0,0,0,poppler
test_406.log,PASS,1,1,0,0,0,1,0,poppler
test_1473.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_765.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_1566.log,Symbol/Lookup,1,1,0,1,1,0,0,poppler
test_1652.log,PASS,1,1,1,2,0,0,0,poppler
test_2123.log,PASS,6,1,0,2,1,0,0,poppler
test_604.log,Incomplete Type,1,1,0,0,0,0,0,poppler
test_604.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_604.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_148.log,Lexical,1,1,0,0,0,0,0,poppler
test_930.log,Lexical,1,1,0,1,0,0,0,poppler
test_2000.log,PASS,9,2,1,2,0,0,0,poppler
test_757.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,poppler
test_757.log,Construction/Initialization,1,1,0,0,0,0,0,poppler
test_222.log,Access Control,1,3,0,0,0,0,0,poppler
test_2492.log,Lexical,4,1,0,0,0,1,0,poppler
test_2125.log,Lexical,5,1,0,1,1,1,0,poppler
test_2452.log,Lexical,12,1,0,1,1,0,0,poppler
test_2657.log,PASS,1,1,0,0,0,0,0,poppler
test_1568.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_899.log,Functions/Call Resolution,1,1,0,2,1,0,0,poppler
test_1632.log,PASS,4,1,0,1,0,1,1,poppler
test_71.log,Functions/Call Resolution,5,1,0,0,0,0,1,poppler
test_71.log,Deleted/Special Member,5,1,0,0,0,0,1,poppler
test_1737.log,PASS,1,1,0,2,2,0,0,poppler
test_462.log,PASS,1,1,0,0,0,0,0,poppler
test_285.log,Symbol/Lookup,1,1,0,0,0,3,0,poppler
test_285.log,Deleted/Special Member,1,1,0,0,0,3,0,poppler
test_2508.log,Lexical,5,1,0,1,1,0,0,poppler
test_1158.log,PASS,1,1,0,0,0,0,0,poppler
test_297.log,Deleted/Special Member,1,1,0,0,0,1,0,poppler
test_536.log,Symbol/Lookup,1,4,0,0,0,0,1,poppler
test_536.log,Override/Inheritance,1,4,0,0,0,0,1,poppler
test_2472.log,Lexical,4,1,0,0,0,0,0,poppler
test_2740.log,PASS,62,14,2,4,1,1,3,poppler
test_1606.log,PASS,1,1,0,1,1,2,0,poppler
test_324.log,Deleted/Special Member,1,1,0,0,0,2,0,poppler
test_2031.log,Lexical,22,7,2,1,1,0,7,poppler
test_2711.log,Construction/Initialization,1,1,0,0,0,0,0,poppler
test_48.log,PASS,1,1,0,2,2,0,0,poppler
test_1924.log,Lexical,11,1,0,2,0,0,0,poppler
test_778.log,Symbol/Lookup,1,1,0,0,0,1,0,poppler
test_1953.log,PASS,10,1,1,1,1,1,0,poppler
test_2330.log,Lexical,5,1,0,1,1,0,0,poppler
test_1288.log,Lexical,29,3,2,0,0,0,0,poppler
test_2524.log,Lexical,6,1,0,1,1,0,1,poppler
test_2375.log,Lexical,5,1,0,1,1,0,0,poppler
test_1823.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_198.log,Access Control,1,1,0,0,0,0,0,poppler
test_904.log,PASS,1,1,0,0,0,0,0,poppler
test_2627.log,PASS,1,3,0,0,0,0,0,poppler
test_1336.log,PASS,1,1,0,1,0,0,0,poppler
test_1716.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,poppler
test_1716.log,This/Non-Static Member/Using Misuse,1,1,0,0,0,0,0,poppler
test_2271.log,Lexical,4,1,0,1,1,0,0,poppler
test_1164.log,Functions/Call Resolution,1,1,0,1,0,0,0,poppler
test_2736.log,PASS,83,18,3,2,0,1,2,poppler
test_2228.log,Lexical,9,2,1,1,1,0,0,poppler
test_2248.log,Lexical,13,2,1,1,1,0,0,poppler
test_1960.log,PASS,13,4,1,1,1,0,0,poppler
test_146.log,Linker,1,1,0,0,0,0,0,poppler
test_1231.log,Symbol/Lookup,1,1,0,0,0,1,0,poppler
test_1579.log,PASS,22,9,2,4,4,0,0,poppler
test_1790.log,PASS,9,2,1,1,0,0,0,poppler
test_2076.log,Lexical,11,2,0,2,1,0,0,poppler
test_1123.log,Symbol/Lookup,1,1,0,0,0,1,0,poppler
test_1952.log,PASS,11,2,1,1,1,1,0,poppler
test_2584.log,Lexical,5,1,0,1,1,0,2,poppler
test_464.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_2589.log,PASS,5,1,0,1,1,0,0,poppler
test_401.log,PASS,1,1,0,0,0,1,0,poppler
test_1884.log,PASS,55,26,1,1,1,0,0,poppler
test_934.log,PASS,1,1,0,0,0,0,0,poppler
test_2792.log,Incomplete Type,5,2,0,7,7,0,0,poppler
test_1614.log,Linker,24,10,2,3,1,0,3,poppler
test_1660.log,PASS,1,1,0,0,0,0,0,poppler
test_2611.log,PASS,4,1,0,1,1,0,1,poppler
test_1543.log,Symbol/Lookup,1,1,0,1,0,0,0,poppler
test_1477.log,PASS,6,1,0,2,1,0,0,poppler
test_1305.log,Qualifier/Specifier Missuse,5,1,0,3,0,0,0,poppler
test_2705.log,Qualifier/Specifier Missuse,1,1,0,0,0,1,0,poppler
test_478.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_346.log,PASS,1,1,0,0,0,0,0,poppler
test_1762.log,PASS,4,4,0,1,1,0,1,poppler
test_2456.log,Symbol/Lookup,15,3,2,3,2,0,1,poppler
test_853.log,PASS,1,1,0,0,0,0,0,poppler
test_922.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,poppler
test_922.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_922.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_1561.log,PASS,8,2,0,1,1,1,0,poppler
test_1146.log,PASS,1,1,0,0,0,2,0,poppler
test_524.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_524.log,Type Redefinition/Redeclaration,1,1,0,0,0,0,0,poppler
test_564.log,Incomplete Type,1,1,0,0,0,0,0,poppler
test_564.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_564.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1245.log,Construction/Initialization,1,1,0,0,0,1,0,poppler
test_1245.log,Functions/Call Resolution,1,1,0,0,0,1,0,poppler
test_1245.log,Deleted/Special Member,1,1,0,0,0,1,0,poppler
test_1286.log,Lexical,7,2,1,1,0,0,0,poppler
test_907.log,PASS,1,1,0,0,0,0,0,poppler
test_1089.log,PASS,1,1,0,0,0,0,0,poppler
test_1407.log,Lexical,16,1,0,2,2,0,0,poppler
test_541.log,PASS,1,1,0,0,0,0,0,poppler
test_1103.log,PASS,4,1,0,10,0,0,0,poppler
test_267.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_1056.log,PASS,1,1,0,0,0,0,0,poppler
test_2074.log,PASS,24,4,1,2,2,0,2,poppler
test_1287.log,Lexical,58,20,4,3,2,0,6,poppler
test_814.log,Access Control,1,1,0,0,0,1,0,poppler
test_814.log,Deleted/Special Member,1,1,0,0,0,1,0,poppler
test_1520.log,PASS,1,1,0,0,0,0,0,poppler
test_2697.log,PASS,55,23,3,2,2,0,1,poppler
test_1549.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1735.log,PASS,1,1,0,0,0,1,0,poppler
test_2350.log,Lexical,6,2,0,2,1,0,1,poppler
test_292.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_292.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_2442.log,Lexical,36,5,1,4,3,0,1,poppler
test_962.log,PASS,1,1,0,1,1,0,0,poppler
test_1541.log,Symbol/Lookup,1,1,0,1,0,0,0,poppler
test_1966.log,Type Conversion/Reference Binding,9,2,1,2,0,0,0,poppler
test_1866.log,PASS,46,14,1,2,2,1,5,poppler
test_2201.log,Lexical,30,9,1,1,1,1,0,poppler
test_650.log,Symbol/Lookup,1,1,0,1,0,0,0,poppler
test_1044.log,PASS,4,1,0,1,1,0,0,poppler
test_2329.log,Lexical,5,1,0,1,1,0,0,poppler
test_1084.log,Symbol/Lookup,1,1,0,1,1,1,0,poppler
test_812.log,Access Control,1,1,0,0,0,0,0,poppler
test_812.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_433.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1443.log,Lexical,26,4,2,6,1,0,0,poppler
test_2193.log,Lexical,5,1,0,1,1,0,0,poppler
test_2099.log,PASS,23,5,3,1,1,2,4,poppler
test_2273.log,Lexical,4,1,0,1,1,0,0,poppler
test_2341.log,Lexical,5,1,0,1,1,0,0,poppler
test_706.log,PASS,1,1,0,0,0,1,1,poppler
test_1836.log,PASS,1,1,0,0,0,0,0,poppler
test_1137.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,poppler
test_298.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_867.log,PASS,1,1,0,0,0,0,0,poppler
test_1000.log,Symbol/Lookup,1,1,0,0,0,2,0,poppler
test_1000.log,Type Conversion/Reference Binding,1,1,0,0,0,2,0,poppler
test_1722.log,PASS,1,1,0,0,0,0,0,poppler
test_1397.log,PASS,27,9,4,0,0,1,2,poppler
test_1673.log,PASS,1,1,0,0,0,0,0,poppler
test_1009.log,PASS,1,1,0,0,0,0,0,poppler
test_2671.log,PASS,38,13,4,2,2,0,4,poppler
test_1792.log,PASS,22,9,1,1,1,0,0,poppler
test_1317.log,PASS,1,1,0,0,0,0,0,poppler
test_1494.log,PASS,1,1,0,0,0,0,0,poppler
test_2002.log,Type Conversion/Reference Binding,13,1,0,1,1,0,1,poppler
test_2002.log,Access Control,13,1,0,1,1,0,1,poppler
test_1603.log,PASS,1,1,0,1,1,1,0,poppler
test_2476.log,Lexical,22,10,2,2,1,0,2,poppler
test_694.log,Functions/Call Resolution,1,2,0,0,0,1,2,poppler
test_694.log,Deleted/Special Member,1,2,0,0,0,1,2,poppler
test_1243.log,Lexical,7,1,0,1,1,0,1,poppler
test_2116.log,Lexical,5,1,0,2,2,0,0,poppler
test_556.log,PASS,1,1,0,0,0,1,1,poppler
test_1827.log,Linker,1,1,0,0,0,0,0,poppler
test_835.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1128.log,Access Control,1,1,0,0,0,1,0,poppler
test_188.log,Symbol/Lookup,6,1,0,0,0,0,0,poppler
test_188.log,Functions/Call Resolution,6,1,0,0,0,0,0,poppler
test_1328.log,PASS,1,1,0,1,0,1,0,poppler
test_2586.log,Lexical,12,2,1,2,1,0,1,poppler
test_1114.log,PASS,1,1,0,0,0,0,0,poppler
test_1275.log,Lexical,7,1,0,1,1,0,0,poppler
test_1535.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1492.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1492.log,Override/Inheritance,1,1,0,0,0,0,0,poppler
test_1492.log,Construction/Initialization,1,1,0,0,0,0,0,poppler
test_402.log,PASS,1,1,0,0,0,0,0,poppler
test_2546.log,Lexical,5,1,0,1,1,0,0,poppler
test_431.log,PASS,1,1,0,0,0,0,0,poppler
test_1732.log,PASS,1,1,0,1,1,1,0,poppler
test_844.log,PASS,1,1,0,0,0,0,0,poppler
test_926.log,Functions/Call Resolution,1,1,0,0,0,1,0,poppler
test_959.log,PASS,1,1,0,0,0,1,0,poppler
test_1741.log,PASS,1,1,0,1,0,0,0,poppler
test_1230.log,Symbol/Lookup,1,1,0,0,0,1,0,poppler
test_424.log,PASS,1,1,0,0,0,0,0,poppler
test_2628.log,Construction/Initialization,1,1,0,1,0,2,0,poppler
test_1068.log,Abstract-Type Instantiation,1,1,0,2,2,0,0,poppler
test_565.log,Incomplete Type,1,1,0,0,0,0,0,poppler
test_565.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,poppler
test_565.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_79.log,Functions/Call Resolution,5,1,0,0,0,18,1,poppler
test_79.log,Deleted/Special Member,5,1,0,0,0,18,1,poppler
test_2571.log,Lexical,6,2,0,1,1,0,3,poppler
test_2077.log,Lexical,7,1,0,1,1,0,0,poppler
test_2316.log,Lexical,5,1,0,2,1,0,1,poppler
test_2416.log,Lexical,5,1,0,1,1,0,0,poppler
test_1413.log,PASS,4,1,0,0,0,0,0,poppler
test_779.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_779.log,Access Control,1,1,0,0,0,0,0,poppler
test_2484.log,Lexical,9,2,1,1,1,0,1,poppler
test_2507.log,Lexical,14,2,0,3,2,0,1,poppler
test_1451.log,Type Conversion/Reference Binding,1,1,0,0,0,0,0,poppler
test_1451.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_1451.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_1061.log,Qualifier/Specifier Missuse,1,1,0,0,0,0,0,poppler
test_1061.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,poppler
test_2749.log,PASS,8,2,0,3,3,0,0,poppler
test_2415.log,Lexical,5,1,0,1,1,0,0,poppler
test_808.log,Symbol/Lookup,1,1,0,0,0,1,0,poppler
test_1143.log,PASS,1,1,0,0,0,2,0,poppler
test_2054.log,PASS,9,1,0,4,4,0,0,poppler
test_2527.log,Lexical,6,1,0,1,1,0,0,poppler
test_973.log,PASS,1,1,0,0,0,0,0,poppler
test_69.log,Functions/Call Resolution,5,1,0,0,0,1,0,poppler
test_69.log,Deleted/Special Member,5,1,0,0,0,1,0,poppler
test_212.log,PASS,1,1,0,1,0,0,0,poppler
test_17.log,PASS,5,1,0,1,0,1,1,poppler
test_965.log,Symbol/Lookup,1,1,0,1,0,0,0,poppler
test_965.log,Access Control,1,1,0,1,0,0,0,poppler
test_169.log,Symbol/Lookup,1,2,0,0,0,0,0,poppler
test_553.log,PASS,1,1,0,0,0,1,0,poppler
test_306.log,Symbol/Lookup,1,1,0,0,0,1,0,poppler
test_306.log,Functions/Call Resolution,1,1,0,0,0,1,0,poppler
test_1027.log,PASS,1,1,0,0,0,0,0,poppler
test_1093.log,PASS,1,1,0,0,0,0,0,poppler
test_889.log,Access Control,1,1,0,0,0,0,0,poppler
test_889.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_207.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_207.log,Access Control,1,1,0,0,0,0,0,poppler
test_981.log,PASS,1,1,0,1,1,0,0,poppler
test_2044.log,PASS,37,8,5,1,1,0,3,poppler
test_1357.log,Lexical,16,4,2,1,1,0,0,poppler
test_208.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_208.log,Override/Inheritance,1,1,0,0,0,0,0,poppler
test_208.log,Functions/Call Resolution,1,1,0,0,0,0,0,poppler
test_208.log,Abstract-Type Instantiation,1,1,0,0,0,0,0,poppler
test_223.log,PASS,1,1,1,2,0,0,0,poppler
test_2630.log,PASS,4,1,0,3,0,3,0,poppler
test_1548.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_64.log,Functions/Call Resolution,1,1,0,0,0,6,0,poppler
test_64.log,Deleted/Special Member,1,1,0,0,0,6,0,poppler
test_1859.log,Access Control,7,2,1,3,3,0,1,poppler
test_1719.log,PASS,6,3,1,1,1,0,1,poppler
test_1455.log,PASS,1,1,0,0,0,0,0,poppler
test_908.log,PASS,1,1,0,0,0,0,0,poppler
test_282.log,Symbol/Lookup,1,2,0,0,0,1,0,poppler
test_1496.log,Abstract-Type Instantiation,1,1,0,0,0,0,1,poppler
test_260.log,Functions/Call Resolution,1,1,0,0,0,1,0,poppler
test_1630.log,Linker,4,1,0,1,0,1,1,poppler
test_2775.log,PASS,1,1,0,1,1,0,0,poppler
test_1551.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1002.log,PASS,1,1,0,0,0,2,0,poppler
test_2281.log,PASS,1,1,0,2,0,0,0,poppler
test_1977.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1977.log,Access Control,1,1,0,0,0,0,0,poppler
test_1977.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_1091.log,PASS,1,1,0,0,0,0,0,poppler
test_2494.log,Lexical,10,3,1,1,1,0,0,poppler
test_1266.log,PASS,1,1,0,0,0,1,0,poppler
test_162.log,Override/Inheritance,1,1,0,0,0,0,1,poppler
test_162.log,Functions/Call Resolution,1,1,0,0,0,0,1,poppler
test_1771.log,PASS,4,4,0,1,1,0,4,poppler
test_1227.log,Symbol/Lookup,1,1,0,1,0,1,0,poppler
test_537.log,Symbol/Lookup,1,4,0,0,0,0,1,poppler
test_537.log,Override/Inheritance,1,4,0,0,0,0,1,poppler
test_78.log,Functions/Call Resolution,5,1,0,0,0,6,1,poppler
test_78.log,Deleted/Special Member,5,1,0,0,0,6,1,poppler
test_1814.log,Incomplete Type,1,1,0,0,0,0,0,poppler
test_1362.log,Lexical,15,2,1,4,0,0,0,poppler
test_991.log,PASS,1,1,0,0,0,1,0,poppler
test_1718.log,Access Control,1,2,0,0,0,0,2,poppler
test_117.log,Type Conversion/Reference Binding,1,1,0,1,1,0,0,poppler
test_117.log,Construction/Initialization,1,1,0,1,1,0,0,poppler
test_446.log,PASS,1,1,0,0,0,0,0,poppler
test_1196.log,Qualifier/Specifier Missuse,1,1,0,0,0,2,0,poppler
test_1119.log,Symbol/Lookup,1,1,0,0,0,1,0,poppler
test_961.log,PASS,1,1,0,1,1,0,0,poppler
test_2222.log,PASS,10,2,1,1,1,0,1,poppler
test_2087.log,Lexical,15,3,1,1,1,0,1,poppler
test_572.log,Incomplete Type,1,1,0,0,0,0,0,poppler
test_572.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_572.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1046.log,PASS,4,1,0,1,1,0,0,poppler
test_1993.log,Symbol/Lookup,4,1,0,1,1,0,1,poppler
test_1347.log,Symbol/Lookup,1,1,0,0,0,0,0,poppler
test_1347.log,Deleted/Special Member,1,1,0,0,0,0,0,poppler
test_2182.log,Lexical,6,1,0,1,1,0,0,poppler
test_2783.log,PASS,9,5,1,1,1,0,0,poppler
test_1919.log,Incomplete Type,7,2,1,0,0,0,1,poppler
test_2556.log,PASS,8,2,0,2,2,4,2,poppler
test_1897.log,Lexical,1,1,0,1,0,0,0,poppler
test_925.log,Lexical,1,1,0,0,0,1,0,poppler
test_990.log,PASS,1,1,0,0,0,0,0,poppler
test_1959.log,PASS,7,2,1,1,0,1,0,poppler
test_486.log,PASS,1,1,0,0,0,0,0,poppler
test_1871.log,PASS,4,1,0,1,1,1,1,poppler
test_2176.log,Lexical,6,1,0,1,1,0,0,poppler
test_842.log,Functions/Call Resolution,1,1,0,0,0,1,0,poppler
test_842.log,Deleted/Special Member,1,1,0,0,0,1,0,poppler
test_2171.log,PASS,10,3,1,3,1,0,0,poppler
test_1172.log,Construction/Initialization,1,1,0,1,0,0,0,poppler
test_1172.log,Functions/Call Resolution,1,1,0,1,0,0,0,poppler
